section,original_question,generated_question,answer
General,when are results declared,Can you tell me when the results come out?,Results are declared one month after the exams.
General,when are results declared,What is the timeline for declaring results?,Results are declared one month after the exams.
General,when are results declared,When should we look for the release of the results?,Results are declared one month after the exams.
General,when are results declared,How long after the exams will the results be available?,Results are declared one month after the exams.
General,when are results declared,When can we find out the results?,Results are declared one month after the exams.
General,when are results declared,What is the expected announcement date for results?,Results are declared one month after the exams.
General,when are results declared,When are the exam results typically announced?,Results are declared one month after the exams.
General,when are results declared,Can you provide the date for when results will be declared?,Results are declared one month after the exams.
General,when is convocation held,What month does convocation take place?,Convocation is generally held in December.
General,when is convocation held,Can you tell me the date for convocation?,Convocation is generally held in December.
General,when is convocation held,When does the convocation ceremony occur?,Convocation is generally held in December.
General,when is convocation held,In which month is convocation celebrated?,Convocation is generally held in December.
General,when is convocation held,Could you let me know when convocation is scheduled?,Convocation is generally held in December.
